1,0.01,0,0,0,0,0,0,0.0004905000000000001,1.635e-06,0,0,5.087751146878064e-11,-5.087751146878064e-11,5.087751146878064e-11,-5.087751146878064e-11
0,1,0,0,0,0,0,0,0.09810000000000001,0.0004905000000000001,0,0,1.992658470393335e-08,-1.992658470393335e-08,1.992658470393335e-08,-1.992658470393335e-08
0,0,1,0.01,0,0,-0.0004905000000000001,-1.635e-06,0,0,0,0,-5.088520968507187e-11,-5.088520968507187e-11,5.088520968507187e-11,5.088520968507187e-11
0,0,0,1,0,0,-0.09810000000000001,-0.0004905000000000001,0,0,0,0,-1.992959977197752e-08,-1.992959977197752e-08,1.992959977197752e-08,1.992959977197752e-08
0,0,0,0,1,0.01,0,0,0,0,0,0,3.617022802685128e-08,3.617022802685128e-08,3.617022802685128e-08,3.617022802685128e-08
0,0,0,0,0,1,0,0,0,0,0,0,6.738992959219394e-06,6.738992959219394e-06,6.738992959219394e-06,6.738992959219394e-06
0,0,0,0,0,0,1,0.01,0,0,0,0,5.884440592618321e-07,5.884440592618321e-07,-5.884440592618321e-07,-5.884440592618321e-07
0,0,0,0,0,0,0,1,0,0,0,0,0.0001096349287407347,0.0001096349287407347,-0.0001096349287407347,-0.0001096349287407347
0,0,0,0,0,0,0,0,1,0.01,0,0,5.883550359548333e-07,-5.883550359548333e-07,5.883550359548333e-07,-5.883550359548333e-07
0,0,0,0,0,0,0,0,0,1,0,0,0.0001096183425185349,-0.0001096183425185349,0.0001096183425185349,-0.0001096183425185349
0,0,0,0,0,0,0,0,0,0,1,0.01,-1.061252501466129e-08,1.061252501466129e-08,1.061252501466129e-08,-1.061252501466129e-08
0,0,0,0,0,0,0,0,0,0,0,1,-1.977254091410491e-06,1.977254091410491e-06,1.977254091410491e-06,-1.977254091410491e-06
0,0,0,0,0,0,0,0,0,0,0,0,0.6426210983825759,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.6426210983825759,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6426210983825759,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6426210983825759
