1,0.01,0,0,0,0,0,0,-3.555801184840882e-08,-3.555801184840882e-08,-3.555801184840882e-08,-3.555801184840882e-08
0,1,0,0,0,0,0,0,-6.62492896954863e-06,-6.62492896954863e-06,-6.62492896954863e-06,-6.62492896954863e-06
0,0,1,0.01,0,0,0,0,4.692184455213431e-07,4.692184455213431e-07,-4.692184455213431e-07,-4.692184455213431e-07
0,0,0,1,0,0,0,0,8.742161642876062e-05,8.742161642876062e-05,-8.742161642876062e-05,-8.742161642876062e-05
0,0,0,0,1,0.01,0,0,4.692184455213431e-07,-4.692184455213431e-07,4.692184455213431e-07,-4.692184455213431e-07
0,0,0,0,0,1,0,0,8.742161642876062e-05,-8.742161642876062e-05,8.742161642876062e-05,-8.742161642876062e-05
0,0,0,0,0,0,1,0.01,1.290619895253161e-08,-1.290619895253161e-08,-1.290619895253161e-08,1.290619895253161e-08
0,0,0,0,0,0,0,1,2.404595951311913e-06,-2.404595951311913e-06,-2.404595951311913e-06,2.404595951311913e-06
0,0,0,0,0,0,0,0,0.6426210983825759,0,0,0
0,0,0,0,0,0,0,0,0,0.6426210983825759,0,0
0,0,0,0,0,0,0,0,0,0,0.6426210983825759,0
0,0,0,0,0,0,0,0,0,0,0,0.6426210983825759
